,PS Code,Regional code,PS Name,ConstCode,Constituency,District,Region,Address,Location,Latitude,Longitude
1046,C271208,C,HAAVAD SHS,C2701,ADENTAN,ADENTAN,GREATER ACCRA,HAAVAD SHS ADENTAN GREATER ACCRA,"Adentan, Adentan East, Adenta, Greater Accra",5.69934,-0.1667
1047,C271209,C,ADMA COMMUNITY SCHOOL. AMRAHIA,C2701,ADENTAN,ADENTAN,GREATER ACCRA,ADMA COMMUNITY SCHOOL. AMRAHIA ADENTAN GREATER ACCRA,"Amrahia, Adentan East, Adenta, Greater Accra",5.766865034,-0.133464919
1048,C271210,C,SEVENTH DAY ADVENTIST CHURCH. AMRAHIA,C2701,ADENTAN,ADENTAN,GREATER ACCRA,SEVENTH DAY ADVENTIST CHURCH. AMRAHIA ADENTAN GREATER ACCRA,Seventh Day Adventist Church,5.5282,-0.23295
1049,C271211,C,ICGC JESUS TEMPLE. MARLEDJOR MACHO ROAD,C2701,ADENTAN,ADENTAN,GREATER ACCRA,ICGC JESUS TEMPLE. MARLEDJOR MACHO ROAD ADENTAN GREATER ACCRA,"Malejor, Adentan East, Adenta, Greater Accra",5.790540034,-0.127819916
1050,C271212,C,PRESBY CHURCH. GRACE  CONGREGATION,C2701,ADENTAN,ADENTAN,GREATER ACCRA,PRESBY CHURCH. GRACE  CONGREGATION ADENTAN GREATER ACCRA,"Adentan, Adentan East, Adenta, Greater Accra",5.69934,-0.1667
1051,C280101,C,DIVINE HEALING CHURCH DJORMAA,C2801,SHAI-OSUDOKU,SHAI-OSUDOKU,GREATER ACCRA,DIVINE HEALING CHURCH DJORMAA SHAI-OSUDOKU GREATER ACCRA,Divine Healing Church,5.56716,-0.15131
1052,C280102,C,GHANA APOSTOLIC CHURCH ABONYA,C2801,SHAI-OSUDOKU,SHAI-OSUDOKU,GREATER ACCRA,GHANA APOSTOLIC CHURCH ABONYA SHAI-OSUDOKU GREATER ACCRA,Apostolic Church,6.03968,0.28876
1053,C280103,C,PENTECOST CHURCH SOTA,C2801,SHAI-OSUDOKU,SHAI-OSUDOKU,GREATER ACCRA,PENTECOST CHURCH SOTA SHAI-OSUDOKU GREATER ACCRA,"Shai Osu Doku, Greater Accra",5.96132,0.05267
1054,C280104,C,DC PRIMARY SCHOOL ODUMSE (1),C2801,SHAI-OSUDOKU,SHAI-OSUDOKU,GREATER ACCRA,DC PRIMARY SCHOOL ODUMSE (1) SHAI-OSUDOKU GREATER ACCRA,DC Primary School,5.84502,-0.04216
1055,C280105,C,DC PRIMARY SCHOOL ODUMSE (2),C2801,SHAI-OSUDOKU,SHAI-OSUDOKU,GREATER ACCRA,DC PRIMARY SCHOOL ODUMSE (2) SHAI-OSUDOKU GREATER ACCRA,DC Primary School,5.84502,-0.04216
1056,C280106,C,DC  PRIMARY SCHOOL FIAKONYA,C2801,SHAI-OSUDOKU,SHAI-OSUDOKU,GREATER ACCRA,DC  PRIMARY SCHOOL FIAKONYA SHAI-OSUDOKU GREATER ACCRA,DC Primary School,5.84502,-0.04216
1057,C280107,C,GHANA APOSTOLIC CHURCH. LARDORWAYO,C2801,SHAI-OSUDOKU,SHAI-OSUDOKU,GREATER ACCRA,GHANA APOSTOLIC CHURCH. LARDORWAYO SHAI-OSUDOKU GREATER ACCRA,Apostolic Church,6.03968,0.28876
1058,C280201,C,GHANA HIGHWAYS AUTHORITY YARD DODOWA,C2801,SHAI-OSUDOKU,SHAI-OSUDOKU,GREATER ACCRA,GHANA HIGHWAYS AUTHORITY YARD DODOWA SHAI-OSUDOKU GREATER ACCRA,"Shai Osu Doku, Greater Accra",5.96132,0.05267
1059,C280202,C,HOLY APOSTOLIC REFORMED CHURCH. DODOWA,C2801,SHAI-OSUDOKU,SHAI-OSUDOKU,GREATER ACCRA,HOLY APOSTOLIC REFORMED CHURCH. DODOWA SHAI-OSUDOKU GREATER ACCRA,Holy Apostolic Reformed Church,5.5584,-0.15615
1060,C280203,C,POST OFFICE DWAMOMO DODOWA (1),C2801,SHAI-OSUDOKU,SHAI-OSUDOKU,GREATER ACCRA,POST OFFICE DWAMOMO DODOWA (1) SHAI-OSUDOKU GREATER ACCRA,Ghana Post-Dwamomo Dodowa,5.88062,-0.10547
1061,C280204,C,POST OFFICE DWAMOMO DODOWA (2),C2801,SHAI-OSUDOKU,SHAI-OSUDOKU,GREATER ACCRA,POST OFFICE DWAMOMO DODOWA (2) SHAI-OSUDOKU GREATER ACCRA,Ghana Post-Dwamomo Dodowa,5.88062,-0.10547
1062,C280205,C,RC CHURCH DJAGBLETEY DODOWA (1),C2801,SHAI-OSUDOKU,SHAI-OSUDOKU,GREATER ACCRA,RC CHURCH DJAGBLETEY DODOWA (1) SHAI-OSUDOKU GREATER ACCRA,"Shai Osu Doku, Greater Accra",5.96132,0.05267
1063,C280206,C,RC CHURCH DJAGBLETEY DODOWA (2),C2801,SHAI-OSUDOKU,SHAI-OSUDOKU,GREATER ACCRA,RC CHURCH DJAGBLETEY DODOWA (2) SHAI-OSUDOKU GREATER ACCRA,"Shai Osu Doku, Greater Accra",5.96132,0.05267
1064,C280207,C,METHODIST PRIMARY SCHOOL COLEMAN DODOWA,C2801,SHAI-OSUDOKU,SHAI-OSUDOKU,GREATER ACCRA,METHODIST PRIMARY SCHOOL COLEMAN DODOWA SHAI-OSUDOKU GREATER ACCRA,Meth. Primary. School Coleman Dodowa,5.88138,-0.10984
1065,C280301,C,PRESBY PRIMARY SCHOOL MANYAYITI DODOWA (1),C2801,SHAI-OSUDOKU,SHAI-OSUDOKU,GREATER ACCRA,PRESBY PRIMARY SCHOOL MANYAYITI DODOWA (1) SHAI-OSUDOKU GREATER ACCRA,Presby Primary. School Manyayiti,5.89237,-0.09945
1066,C280302,C,PRESBY PRIMARY SCHOOL MANYAYITI DODOWA (2),C2801,SHAI-OSUDOKU,SHAI-OSUDOKU,GREATER ACCRA,PRESBY PRIMARY SCHOOL MANYAYITI DODOWA (2) SHAI-OSUDOKU GREATER ACCRA,Presby Primary. School Manyayiti,5.89237,-0.09945
1067,C280303,C,PRESBY CHURCH DODOWA (1),C2801,SHAI-OSUDOKU,SHAI-OSUDOKU,GREATER ACCRA,PRESBY CHURCH DODOWA (1) SHAI-OSUDOKU GREATER ACCRA,Presby Church,6.03726,0.17651
1068,C280304,C,PRESBY CHURCH DODOWA (2),C2801,SHAI-OSUDOKU,SHAI-OSUDOKU,GREATER ACCRA,PRESBY CHURCH DODOWA (2) SHAI-OSUDOKU GREATER ACCRA,Presby Church,6.03726,0.17651
1069,C280305,C,GHANATA SECONDARY HIGH SCHOOL DODOWA,C2801,SHAI-OSUDOKU,SHAI-OSUDOKU,GREATER ACCRA,GHANATA SECONDARY HIGH SCHOOL DODOWA SHAI-OSUDOKU GREATER ACCRA,Ghanata Sen. Sec. School,5.89225,-0.09934
1070,C280401,C,DAY CARE CENTRE ZONGO DODOWA,C2801,SHAI-OSUDOKU,SHAI-OSUDOKU,GREATER ACCRA,DAY CARE CENTRE ZONGO DODOWA SHAI-OSUDOKU GREATER ACCRA,"Shai Osu Doku, Greater Accra",5.96132,0.05267
1071,C280402,C,PRESBY BOYS SCH. CHEBITENYA DODOWA (1),C2801,SHAI-OSUDOKU,SHAI-OSUDOKU,GREATER ACCRA,PRESBY BOYS SCH. CHEBITENYA DODOWA (1) SHAI-OSUDOKU GREATER ACCRA,"Shai Osu Doku, Greater Accra",5.96132,0.05267
1072,C280403,C,PRESBY BOYS SCH. CHEBITENYA DODOWA (2),C2801,SHAI-OSUDOKU,SHAI-OSUDOKU,GREATER ACCRA,PRESBY BOYS SCH. CHEBITENYA DODOWA (2) SHAI-OSUDOKU GREATER ACCRA,"Shai Osu Doku, Greater Accra",5.96132,0.05267
1073,C280404,C,SHAI D/A JHS DODOWA,C2801,SHAI-OSUDOKU,SHAI-OSUDOKU,GREATER ACCRA,SHAI D/A JHS DODOWA SHAI-OSUDOKU GREATER ACCRA,"Shai Osu Doku, Greater Accra",5.96132,0.05267
1074,C280501,C,PUBLIC SHOP HIEWE-GBLAKAPIEM DODOWA,C2801,SHAI-OSUDOKU,SHAI-OSUDOKU,GREATER ACCRA,PUBLIC SHOP HIEWE-GBLAKAPIEM DODOWA SHAI-OSUDOKU GREATER ACCRA,Public Shop Hlewe,5.88571,-0.08868
1075,C280502,C,DURBAR GROUND WEDOKUM DODOWA,C2801,SHAI-OSUDOKU,SHAI-OSUDOKU,GREATER ACCRA,DURBAR GROUND WEDOKUM DODOWA SHAI-OSUDOKU GREATER ACCRA,"Shai Osu Doku, Greater Accra",5.96132,0.05267
1076,C280503,C,FLATLAND CENTRAL MOSQUE  DODOWA,C2801,SHAI-OSUDOKU,SHAI-OSUDOKU,GREATER ACCRA,FLATLAND CENTRAL MOSQUE  DODOWA SHAI-OSUDOKU GREATER ACCRA,"Shai Osu Doku, Greater Accra",5.96132,0.05267
1077,C280504,C,ICCES MATETSE DODOWA,C2801,SHAI-OSUDOKU,SHAI-OSUDOKU,GREATER ACCRA,ICCES MATETSE DODOWA SHAI-OSUDOKU GREATER ACCRA,"Shai Osu Doku, Greater Accra",5.96132,0.05267
1078,C280505,C,DURBAR GROUNDS BLETUM DODOWA,C2801,SHAI-OSUDOKU,SHAI-OSUDOKU,GREATER ACCRA,DURBAR GROUNDS BLETUM DODOWA SHAI-OSUDOKU GREATER ACCRA,"Shai Osu Doku, Greater Accra",5.96132,0.05267
1079,C280506,C,DC PRIM. SCH. APETECHIE DODOWA,C2801,SHAI-OSUDOKU,SHAI-OSUDOKU,GREATER ACCRA,DC PRIM. SCH. APETECHIE DODOWA SHAI-OSUDOKU GREATER ACCRA,"Shai Osu Doku, Greater Accra",5.96132,0.05267
1080,C280507,C,HEALTH RESEARCH CENTRE DODOWA,C2801,SHAI-OSUDOKU,SHAI-OSUDOKU,GREATER ACCRA,HEALTH RESEARCH CENTRE DODOWA SHAI-OSUDOKU GREATER ACCRA,"Shai Osu Doku, Greater Accra",5.96132,0.05267
1081,C280508,C,FULL GOSPEL CH. ODUMASE DODOWA,C2801,SHAI-OSUDOKU,SHAI-OSUDOKU,GREATER ACCRA,FULL GOSPEL CH. ODUMASE DODOWA SHAI-OSUDOKU GREATER ACCRA,Full Gospel CH. Odumse,5.89843,-0.07797
1082,C280509,C,HAPPY HOME ACADEMY DODOWA,C2801,SHAI-OSUDOKU,SHAI-OSUDOKU,GREATER ACCRA,HAPPY HOME ACADEMY DODOWA SHAI-OSUDOKU GREATER ACCRA,"Shai Osu Doku, Greater Accra",5.96132,0.05267
1083,C280510,C,RAHMAH TOWN ISLAMIC SCHOOL. DODOWA,C2801,SHAI-OSUDOKU,SHAI-OSUDOKU,GREATER ACCRA,RAHMAH TOWN ISLAMIC SCHOOL. DODOWA SHAI-OSUDOKU GREATER ACCRA,"Shai Osu Doku, Greater Accra",5.96132,0.05267
1084,C280601,C,MDC ADUMANYA,C2801,SHAI-OSUDOKU,SHAI-OSUDOKU,GREATER ACCRA,MDC ADUMANYA SHAI-OSUDOKU GREATER ACCRA,"Shai Osu Doku, Greater Accra",5.96132,0.05267
1085,C280602,C,DC JHS AYIKUMA,C2801,SHAI-OSUDOKU,SHAI-OSUDOKU,GREATER ACCRA,DC JHS AYIKUMA SHAI-OSUDOKU GREATER ACCRA,"Ayikuma, Shai Osu Doku, Greater Accra",5.91992,-0.05381
1086,C280603,C,PENTECOST CHURCH AYIKUMA,C2801,SHAI-OSUDOKU,SHAI-OSUDOKU,GREATER ACCRA,PENTECOST CHURCH AYIKUMA SHAI-OSUDOKU GREATER ACCRA,"Ayikuma, Shai Osu Doku, Greater Accra",5.91992,-0.05381
1087,C280604,C,ASSEMBLIES OF GOD CHURCH AYIKUMA,C2801,SHAI-OSUDOKU,SHAI-OSUDOKU,GREATER ACCRA,ASSEMBLIES OF GOD CHURCH AYIKUMA SHAI-OSUDOKU GREATER ACCRA,"Ayikuma, Shai Osu Doku, Greater Accra",5.91992,-0.05381
1088,C280605,C,KADMUS FARMS AYENYA NO 1,C2801,SHAI-OSUDOKU,SHAI-OSUDOKU,GREATER ACCRA,KADMUS FARMS AYENYA NO 1 SHAI-OSUDOKU GREATER ACCRA,"Shai Osu Doku, Greater Accra",5.96132,0.05267
1089,C280606,C,LIGHT HOUSE CHAPEL. AYIKUMA,C2801,SHAI-OSUDOKU,SHAI-OSUDOKU,GREATER ACCRA,LIGHT HOUSE CHAPEL. AYIKUMA SHAI-OSUDOKU GREATER ACCRA,"Ayikuma, Shai Osu Doku, Greater Accra",5.91992,-0.05381
1090,C280701,C,PRESBY PRIM.SCH. AGOMEDA,C2801,SHAI-OSUDOKU,SHAI-OSUDOKU,GREATER ACCRA,PRESBY PRIM.SCH. AGOMEDA SHAI-OSUDOKU GREATER ACCRA,"Agomeda, Shai Osu Doku, Greater Accra",5.97915,0.0104
1091,C280702,C,METHODIST CHURCH OLOGO - TSOWE AGOMEDA,C2801,SHAI-OSUDOKU,SHAI-OSUDOKU,GREATER ACCRA,METHODIST CHURCH OLOGO - TSOWE AGOMEDA SHAI-OSUDOKU GREATER ACCRA,"Agomeda, Shai Osu Doku, Greater Accra",5.97915,0.0104
1092,C280703,C,DAY CARE CENTRE KLEPE-AGOMEDA,C2801,SHAI-OSUDOKU,SHAI-OSUDOKU,GREATER ACCRA,DAY CARE CENTRE KLEPE-AGOMEDA SHAI-OSUDOKU GREATER ACCRA,"Agomeda, Shai Osu Doku, Greater Accra",5.97915,0.0104
1093,C280704,C,PENTECOST CH. ABUDE,C2801,SHAI-OSUDOKU,SHAI-OSUDOKU,GREATER ACCRA,PENTECOST CH. ABUDE SHAI-OSUDOKU GREATER ACCRA,"Shai Osu Doku, Greater Accra",5.96132,0.05267
1094,C280801,C,DC PRIM. SCH. LORLORVOR,C2801,SHAI-OSUDOKU,SHAI-OSUDOKU,GREATER ACCRA,DC PRIM. SCH. LORLORVOR SHAI-OSUDOKU GREATER ACCRA,"Shai Osu Doku, Greater Accra",5.96132,0.05267
1095,C280802,C,DA JHS ASUTSUARE JUNCTION,C2801,SHAI-OSUDOKU,SHAI-OSUDOKU,GREATER ACCRA,DA JHS ASUTSUARE JUNCTION SHAI-OSUDOKU GREATER ACCRA,"Asutsuare, Shai Osu Doku, Greater Accra",5.993167344,0.056074847
1096,C280803,C,DC JHS NEW JERUSALEM,C2801,SHAI-OSUDOKU,SHAI-OSUDOKU,GREATER ACCRA,DC JHS NEW JERUSALEM SHAI-OSUDOKU GREATER ACCRA,"Shai Osu Doku, Greater Accra",5.96132,0.05267
1097,C280804,C,CHURCH OF THE LORD MISSION. LAWOE KOPE,C2801,SHAI-OSUDOKU,SHAI-OSUDOKU,GREATER ACCRA,CHURCH OF THE LORD MISSION. LAWOE KOPE SHAI-OSUDOKU GREATER ACCRA,Church of the Lord Mission,5.57463,-0.24229
1098,C280901,C,DIVINE HEALING CH. MAGBIEM,C2801,SHAI-OSUDOKU,SHAI-OSUDOKU,GREATER ACCRA,DIVINE HEALING CH. MAGBIEM SHAI-OSUDOKU GREATER ACCRA,"Shai Osu Doku, Greater Accra",5.96132,0.05267
1099,C280902,C,SALVATION HEALING CH. LAKPEDJE (1),C2801,SHAI-OSUDOKU,SHAI-OSUDOKU,GREATER ACCRA,SALVATION HEALING CH. LAKPEDJE (1) SHAI-OSUDOKU GREATER ACCRA,"Shai Osu Doku, Greater Accra",5.96132,0.05267
1100,C280903,C,SALVATION HEALING CH. LAKPEDJE (2),C2801,SHAI-OSUDOKU,SHAI-OSUDOKU,GREATER ACCRA,SALVATION HEALING CH. LAKPEDJE (2) SHAI-OSUDOKU GREATER ACCRA,"Shai Osu Doku, Greater Accra",5.96132,0.05267
1101,C280904,C,GOSPEL MIRACLE CH. GIGEDOKUM,C2801,SHAI-OSUDOKU,SHAI-OSUDOKU,GREATER ACCRA,GOSPEL MIRACLE CH. GIGEDOKUM SHAI-OSUDOKU GREATER ACCRA,"Shai Osu Doku, Greater Accra",5.96132,0.05267
1102,C280905,C,DAY CARE CENTRE SE-WEKPETI,C2801,SHAI-OSUDOKU,SHAI-OSUDOKU,GREATER ACCRA,DAY CARE CENTRE SE-WEKPETI SHAI-OSUDOKU GREATER ACCRA,"Shai Osu Doku, Greater Accra",5.96132,0.05267
1103,C280906,C,DC PRIM. SCH. ANSA-WEM,C2801,SHAI-OSUDOKU,SHAI-OSUDOKU,GREATER ACCRA,DC PRIM. SCH. ANSA-WEM SHAI-OSUDOKU GREATER ACCRA,"Shai Osu Doku, Greater Accra",5.96132,0.05267
1104,C281001,C,PRESBY PRIM. SCH. ASEBI,C2801,SHAI-OSUDOKU,SHAI-OSUDOKU,GREATER ACCRA,PRESBY PRIM. SCH. ASEBI SHAI-OSUDOKU GREATER ACCRA,"Shai Osu Doku, Greater Accra",5.96132,0.05267
1105,C281002,C,DC JHS DORYUMU (1),C2801,SHAI-OSUDOKU,SHAI-OSUDOKU,GREATER ACCRA,DC JHS DORYUMU (1) SHAI-OSUDOKU GREATER ACCRA,"Shai Osu Doku, Greater Accra",5.96132,0.05267
1106,C281003,C,DC JHS DORYUMU (2),C2801,SHAI-OSUDOKU,SHAI-OSUDOKU,GREATER ACCRA,DC JHS DORYUMU (2) SHAI-OSUDOKU GREATER ACCRA,"Shai Osu Doku, Greater Accra",5.96132,0.05267
1107,C281004,C,MILITARY TRAINING SCH. SHAI HILLS,C2801,SHAI-OSUDOKU,SHAI-OSUDOKU,GREATER ACCRA,MILITARY TRAINING SCH. SHAI HILLS SHAI-OSUDOKU GREATER ACCRA,"Shai Osu Doku, Greater Accra",5.96132,0.05267
1108,C281005,C,PENTECOST CHURCH. TECHIEKOPE,C2801,SHAI-OSUDOKU,SHAI-OSUDOKU,GREATER ACCRA,PENTECOST CHURCH. TECHIEKOPE SHAI-OSUDOKU GREATER ACCRA,"Shai Osu Doku, Greater Accra",5.96132,0.05267
1109,C281006,C,DC PRIMARY SCH. MAMPONG-SHAI,C2801,SHAI-OSUDOKU,SHAI-OSUDOKU,GREATER ACCRA,DC PRIMARY SCH. MAMPONG-SHAI SHAI-OSUDOKU GREATER ACCRA,DC Primary School,5.84502,-0.04216
1110,C281007,C,SHAI HILLS BASIC SCHOOL. NAGLAYOSISI,C2801,SHAI-OSUDOKU,SHAI-OSUDOKU,GREATER ACCRA,SHAI HILLS BASIC SCHOOL. NAGLAYOSISI SHAI-OSUDOKU GREATER ACCRA,"Shai Osu Doku, Greater Accra",5.96132,0.05267
1111,C281101,C,DIVINE HEALING CH. TEIJIE- DORYUMU,C2801,SHAI-OSUDOKU,SHAI-OSUDOKU,GREATER ACCRA,DIVINE HEALING CH. TEIJIE- DORYUMU SHAI-OSUDOKU GREATER ACCRA,"Shai Osu Doku, Greater Accra",5.96132,0.05267
1112,C281102,C,COMMUNITY CENTRE APESE DORYUMU (1),C2801,SHAI-OSUDOKU,SHAI-OSUDOKU,GREATER ACCRA,COMMUNITY CENTRE APESE DORYUMU (1) SHAI-OSUDOKU GREATER ACCRA,Community Centre Apese,5.89967,0.02302
1113,C281103,C,COMMUNITY CENTRE APESE DORYUMU (2),C2801,SHAI-OSUDOKU,SHAI-OSUDOKU,GREATER ACCRA,COMMUNITY CENTRE APESE DORYUMU (2) SHAI-OSUDOKU GREATER ACCRA,Community Centre Apese,5.89967,0.02302
1114,C281104,C,DA PRIM. SCH. MANYA-JORPANYA,C2801,SHAI-OSUDOKU,SHAI-OSUDOKU,GREATER ACCRA,DA PRIM. SCH. MANYA-JORPANYA SHAI-OSUDOKU GREATER ACCRA,"Shai Osu Doku, Greater Accra",5.96132,0.05267
1115,C281201,C,LA PRIM. SCH. KONGO,C2801,SHAI-OSUDOKU,SHAI-OSUDOKU,GREATER ACCRA,LA PRIM. SCH. KONGO SHAI-OSUDOKU GREATER ACCRA,"Shai Osu Doku, Greater Accra",5.96132,0.05267
1116,C281202,C,LA PRIM. SCH. LUOM,C2801,SHAI-OSUDOKU,SHAI-OSUDOKU,GREATER ACCRA,LA PRIM. SCH. LUOM SHAI-OSUDOKU GREATER ACCRA,"Shai Osu Doku, Greater Accra",5.96132,0.05267
1117,C281203,C,LA PRIM SCH. MOUETER,C2801,SHAI-OSUDOKU,SHAI-OSUDOKU,GREATER ACCRA,LA PRIM SCH. MOUETER SHAI-OSUDOKU GREATER ACCRA,"Shai Osu Doku, Greater Accra",5.96132,0.05267
1118,C281204,C,PENTECOST CHURCH. MACCARTHYKOPE,C2801,SHAI-OSUDOKU,SHAI-OSUDOKU,GREATER ACCRA,PENTECOST CHURCH. MACCARTHYKOPE SHAI-OSUDOKU GREATER ACCRA,"Shai Osu Doku, Greater Accra",5.96132,0.05267
1119,C281301,C,RC PRIM. SCH. OSUWEM,C2801,SHAI-OSUDOKU,SHAI-OSUDOKU,GREATER ACCRA,RC PRIM. SCH. OSUWEM SHAI-OSUDOKU GREATER ACCRA,"Shai Osu Doku, Greater Accra",5.96132,0.05267
1120,C281302,C,PRESBY CH. LANOR,C2801,SHAI-OSUDOKU,SHAI-OSUDOKU,GREATER ACCRA,PRESBY CH. LANOR SHAI-OSUDOKU GREATER ACCRA,"Shai Osu Doku, Greater Accra",5.96132,0.05267
1121,C281303,C,APOSTOLIC CH. DAKAKUSI,C2801,SHAI-OSUDOKU,SHAI-OSUDOKU,GREATER ACCRA,APOSTOLIC CH. DAKAKUSI SHAI-OSUDOKU GREATER ACCRA,"Shai Osu Doku, Greater Accra",5.96132,0.05267
1122,C281401,C,LA PRIM SCH. AGORTOR,C2801,SHAI-OSUDOKU,SHAI-OSUDOKU,GREATER ACCRA,LA PRIM SCH. AGORTOR SHAI-OSUDOKU GREATER ACCRA,"Shai Osu Doku, Greater Accra",5.96132,0.05267
1123,C281402,C,LA PRIM SCH. HUAPA,C2801,SHAI-OSUDOKU,SHAI-OSUDOKU,GREATER ACCRA,LA PRIM SCH. HUAPA SHAI-OSUDOKU GREATER ACCRA,"Shai Osu Doku, Greater Accra",5.96132,0.05267
1124,C281403,C,PENTECOST CH. LANGMEDOR,C2801,SHAI-OSUDOKU,SHAI-OSUDOKU,GREATER ACCRA,PENTECOST CH. LANGMEDOR SHAI-OSUDOKU GREATER ACCRA,"Shai Osu Doku, Greater Accra",5.96132,0.05267
1125,C281501,C,DA PRIM SCH. AGBEKOTSEKPO,C2801,SHAI-OSUDOKU,SHAI-OSUDOKU,GREATER ACCRA,DA PRIM SCH. AGBEKOTSEKPO SHAI-OSUDOKU GREATER ACCRA,"Shai Osu Doku, Greater Accra",5.96132,0.05267
1126,C281502,C,APOSTOLIC CH. FORKPOE,C2801,SHAI-OSUDOKU,SHAI-OSUDOKU,GREATER ACCRA,APOSTOLIC CH. FORKPOE SHAI-OSUDOKU GREATER ACCRA,"Shai Osu Doku, Greater Accra",5.96132,0.05267
1127,C281601,C,LA PRIM SCH. ABUVIEKPONG,C2801,SHAI-OSUDOKU,SHAI-OSUDOKU,GREATER ACCRA,LA PRIM SCH. ABUVIEKPONG SHAI-OSUDOKU GREATER ACCRA,"Shai Osu Doku, Greater Accra",5.96132,0.05267
1128,C281602,C,RC PRIM SCH. DJORKPO,C2801,SHAI-OSUDOKU,SHAI-OSUDOKU,GREATER ACCRA,RC PRIM SCH. DJORKPO SHAI-OSUDOKU GREATER ACCRA,"Shai Osu Doku, Greater Accra",5.96132,0.05267
1129,C281603,C,RC PRIM SCH. TSUMKPO,C2801,SHAI-OSUDOKU,SHAI-OSUDOKU,GREATER ACCRA,RC PRIM SCH. TSUMKPO SHAI-OSUDOKU GREATER ACCRA,"Shai Osu Doku, Greater Accra",5.96132,0.05267
1130,C281604,C,NUTRITION CENTRE TOKPO,C2801,SHAI-OSUDOKU,SHAI-OSUDOKU,GREATER ACCRA,NUTRITION CENTRE TOKPO SHAI-OSUDOKU GREATER ACCRA,"Shai Osu Doku, Greater Accra",5.96132,0.05267
1131,C281701,C,L/A PRIM SCH KLEBUSE,C2801,SHAI-OSUDOKU,SHAI-OSUDOKU,GREATER ACCRA,L/A PRIM SCH KLEBUSE SHAI-OSUDOKU GREATER ACCRA,"Shai Osu Doku, Greater Accra",5.96132,0.05267
1132,C281702,C,R/C PRIM SCH KASUNYA,C2801,SHAI-OSUDOKU,SHAI-OSUDOKU,GREATER ACCRA,R/C PRIM SCH KASUNYA SHAI-OSUDOKU GREATER ACCRA,"Shai Osu Doku, Greater Accra",5.96132,0.05267
1133,C281703,C,APOSTOLIC CHURCH NYAFIENYA,C2801,SHAI-OSUDOKU,SHAI-OSUDOKU,GREATER ACCRA,APOSTOLIC CHURCH NYAFIENYA SHAI-OSUDOKU GREATER ACCRA,Apostolic Church,6.03968,0.28876
1134,C281704,C,R/C PRIM SCH LUBUSE,C2801,SHAI-OSUDOKU,SHAI-OSUDOKU,GREATER ACCRA,R/C PRIM SCH LUBUSE SHAI-OSUDOKU GREATER ACCRA,"Shai Osu Doku, Greater Accra",5.96132,0.05267
1135,C281705,C,APOSTOLIC CHURCH GOZARKOPE,C2801,SHAI-OSUDOKU,SHAI-OSUDOKU,GREATER ACCRA,APOSTOLIC CHURCH GOZARKOPE SHAI-OSUDOKU GREATER ACCRA,Apostolic Church,6.03968,0.28876
1136,C281706,C,ASUTSUARE POULTRY FARM AYIBORM,C2801,SHAI-OSUDOKU,SHAI-OSUDOKU,GREATER ACCRA,ASUTSUARE POULTRY FARM AYIBORM SHAI-OSUDOKU GREATER ACCRA,"Asutsuare, Shai Osu Doku, Greater Accra",5.993167344,0.056074847
1137,C281801,C,PRESBY PRIM SCH. KORTORKOR,C2801,SHAI-OSUDOKU,SHAI-OSUDOKU,GREATER ACCRA,PRESBY PRIM SCH. KORTORKOR SHAI-OSUDOKU GREATER ACCRA,"Shai Osu Doku, Greater Accra",5.96132,0.05267
1138,C281802,C,PRESBY PRIM SCH. ADAKOPE,C2801,SHAI-OSUDOKU,SHAI-OSUDOKU,GREATER ACCRA,PRESBY PRIM SCH. ADAKOPE SHAI-OSUDOKU GREATER ACCRA,"Shai Osu Doku, Greater Accra",5.96132,0.05267
1139,C281901,C,METHODIST JHS DUFFOR,C2801,SHAI-OSUDOKU,SHAI-OSUDOKU,GREATER ACCRA,METHODIST JHS DUFFOR SHAI-OSUDOKU GREATER ACCRA,"Shai Osu Doku, Greater Accra",5.96132,0.05267
1140,C281902,C,LA PRIM. SCH VOLIVO,C2801,SHAI-OSUDOKU,SHAI-OSUDOKU,GREATER ACCRA,LA PRIM. SCH VOLIVO SHAI-OSUDOKU GREATER ACCRA,"Shai Osu Doku, Greater Accra",5.96132,0.05267
1141,C281903,C,THE LORDS PENTECOSTAL CHURCH VOLIVO LANOR,C2801,SHAI-OSUDOKU,SHAI-OSUDOKU,GREATER ACCRA,THE LORDS PENTECOSTAL CHURCH VOLIVO LANOR SHAI-OSUDOKU GREATER ACCRA,The Lords Pentecostal Church,5.69019,-0.25791
1142,C281904,C,LA PRIM. SCH KEWUM,C2801,SHAI-OSUDOKU,SHAI-OSUDOKU,GREATER ACCRA,LA PRIM. SCH KEWUM SHAI-OSUDOKU GREATER ACCRA,"Shai Osu Doku, Greater Accra",5.96132,0.05267
1143,C282001,C,RC PRIM SCH. NORTH DORM,C2801,SHAI-OSUDOKU,SHAI-OSUDOKU,GREATER ACCRA,RC PRIM SCH. NORTH DORM SHAI-OSUDOKU GREATER ACCRA,"Shai Osu Doku, Greater Accra",5.96132,0.05267
1144,C282002,C,THE LORD PENTECOSTAL CHURCH TSANGMER,C2801,SHAI-OSUDOKU,SHAI-OSUDOKU,GREATER ACCRA,THE LORD PENTECOSTAL CHURCH TSANGMER SHAI-OSUDOKU GREATER ACCRA,The Lords Pentecostal Church,5.69019,-0.25791
